epoch,train_loss,dev_f1,dev_precision,dev_recall
1,21.68714841728002,0.0,0.0,0.0
2,5.933396296422989,0.6236378876781224,0.589540412044374,0.6619217081850534
3,2.8102503461264523,0.7768729641693811,0.7162162162162162,0.8487544483985765
4,1.5735969315461122,0.8523769808173478,0.8021978021978022,0.9092526690391459
5,1.0730893142887803,0.8275862068965517,0.802675585284281,0.8540925266903915
6,0.8276979141548032,0.8466898954703833,0.8293515358361775,0.8647686832740213
7,0.7822788986351972,0.8530721282279607,0.8538324420677362,0.8523131672597865
8,0.8351049227792708,0.8551842330762639,0.824793388429752,0.8879003558718861
9,0.7865396470971446,0.8216783216783216,0.8075601374570447,0.8362989323843416
10,0.7196513069131987,0.8107229894394802,0.7458893871449925,0.8879003558718861
11,0.8141403067958811,0.8157669237360754,0.7867768595041322,0.8469750889679716
12,0.5503764790915401,0.8218442256042972,0.827027027027027,0.8167259786476868
13,0.5383206104320255,0.8368794326241135,0.833922261484099,0.8398576512455516
14,0.5212957663614242,0.8264182895850974,0.7883683360258481,0.8683274021352313
15,0.46249002576525744,0.8287671232876712,0.7986798679867987,0.8612099644128114
16,0.4015439377456415,0.8396143733567046,0.8272884283246977,0.8523131672597865
17,0.44554340904527673,0.8601216333622937,0.8404074702886248,0.8807829181494662
18,0.35244487283008347,0.8675958188153311,0.8498293515358362,0.8861209964412812
19,0.3265772947196752,0.8659793814432991,0.8372093023255814,0.896797153024911
20,0.1913413128566221,0.8245172124265323,0.78060413354531,0.8736654804270463
21,0.18725765989126403,0.8366124893071002,0.8056013179571664,0.8701067615658363
22,0.20418123078476536,0.8350340136054423,0.7996742671009772,0.8736654804270463
23,0.2404827732857459,0.8474870017331022,0.8260135135135135,0.8701067615658363
24,0.208355149284738,0.8503401360544218,0.8143322475570033,0.8896797153024911
25,0.24197604486851093,0.8441780821917808,0.8135313531353136,0.8772241992882562
26,0.21257508387331103,0.8392089423903697,0.8119800332778702,0.8683274021352313
27,0.2600130539774243,0.8533094812164579,0.8579136690647482,0.8487544483985765
28,0.16352702880817685,0.8452696728558797,0.8400702987697716,0.8505338078291815
29,0.18365534928327049,0.8334801762114536,0.8254799301919721,0.8416370106761566
30,0.15631898765355512,0.809146877748461,0.8,0.8185053380782918
31,0.22335939329178606,0.8383751080380293,0.8151260504201681,0.8629893238434164
32,0.1800347195296991,0.842013888888889,0.8220338983050848,0.8629893238434164
33,0.19103617485755128,0.834507042253521,0.8257839721254355,0.8434163701067615
