epoch,train_loss,dev_f1,dev_precision,dev_recall
1,35.23549254044242,0.0,0.0,0.0
2,15.381882553515227,0.0,0.0,0.0
3,9.868243461069854,0.0035273368606701942,0.2,0.0017793594306049821
4,6.8664485812187195,0.3197556008146639,0.3738095238095238,0.2793594306049822
5,4.536320958448493,0.5434380776340111,0.5653846153846154,0.5231316725978647
6,3.0684681547724684,0.7106420404573439,0.7026086956521739,0.7188612099644128
7,2.041412037351857,0.7643424536628419,0.7583187390542907,0.7704626334519573
8,1.5203545741412952,0.7985611510791367,0.8072727272727273,0.7900355871886121
9,1.1480478488880654,0.792838874680307,0.7610474631751227,0.8274021352313167
10,0.8178575440593387,0.8087719298245614,0.7975778546712803,0.8202846975088968
11,0.7350696973178698,0.8251121076233184,0.8318264014466547,0.8185053380782918
12,0.5008578417093857,0.8131089459698848,0.8095238095238095,0.8167259786476868
13,0.3664589498354041,0.8272807794508414,0.8236331569664903,0.8309608540925267
14,0.31456175446510315,0.8317349607672189,0.8153846153846154,0.8487544483985765
15,0.2140161744926287,0.8309859154929577,0.8222996515679443,0.8398576512455516
16,0.1898125630357991,0.8105726872246695,0.8027923211169284,0.8185053380782918
17,0.1604276014410931,0.8271068635968724,0.8081494057724957,0.8469750889679716
18,0.11471258298210475,0.8267370272647317,0.8173913043478261,0.8362989323843416
19,0.08968831145245096,0.8230088495575222,0.8186619718309859,0.8274021352313167
20,0.08406209686528081,0.8224799286351471,0.8246869409660107,0.8202846975088968
21,0.06845461803933849,0.8317515099223469,0.8073701842546064,0.8576512455516014
22,0.052932454192120094,0.8205574912891985,0.8037542662116041,0.8380782918149466
23,0.05066287776698237,0.8172413793103448,0.7926421404682275,0.8434163701067615
24,0.04186153152714605,0.8271604938271604,0.8199300699300699,0.8345195729537367
25,0.033743835013845695,0.8229074889867842,0.8150087260034904,0.8309608540925267
26,0.03394632754118546,0.8237347294938917,0.8082191780821918,0.8398576512455516
27,0.02936873487804247,0.8239499553172476,0.8276481149012568,0.8202846975088968
28,0.030390353306480076,0.8222996515679443,0.8054607508532423,0.8398576512455516
29,0.022487912489020306,0.8175438596491228,0.8062283737024222,0.8291814946619217
30,0.016440956488899563,0.8176991150442477,0.8133802816901409,0.8220640569395018
31,0.019938671070596447,0.818733738074588,0.7986463620981388,0.8398576512455516
32,0.013597008974655815,0.8115183246073299,0.7962328767123288,0.8274021352313167
33,0.014980085518049158,0.8231173380035026,0.8103448275862069,0.8362989323843416
34,0.014727281487506369,0.8278905560458959,0.8213660245183888,0.8345195729537367
35,0.012340789255888565,0.8038360941586747,0.788034188034188,0.8202846975088968
36,0.00985472876092662,0.8115687992988606,0.7996545768566494,0.8238434163701067
